2025-01-21 11:10:32.233146,-0.09
2025-01-21 11:10:32.233190,-0.86
2025-01-21 11:10:32.233234,-5.07
2025-01-21 11:10:32.233277,-5.07
2025-01-21 11:10:32.233321,-5.07
2025-01-21 11:10:32.233365,-3.92
2025-01-21 11:10:32.233409,-2.01
2025-01-21 11:10:32.233453,-2.39
2025-01-21 11:10:32.233496,-6.98
2025-01-21 11:10:32.233540,-2.01
2025-01-21 11:10:32.233584,1.05
2025-01-21 11:10:32.233628,-2.39
2025-01-21 11:10:32.233672,-2.39
2025-01-21 11:10:32.233716,-4.30
2025-01-21 11:10:32.233760,2.58
2025-01-21 11:10:32.233803,-4.69
2025-01-21 11:10:32.233847,-0.86
2025-01-21 11:10:32.233891,0.29
2025-01-21 11:10:32.233934,2.20
2025-01-21 11:10:32.233978,-6.22
2025-01-21 11:10:32.234022,-0.09
2025-01-21 11:10:32.234066,2.20
2025-01-21 11:10:32.234123,-3.92
2025-01-21 11:10:32.234168,0.29
2025-01-21 11:10:32.234211,-0.86
2025-01-21 11:10:32.234255,-2.77
2025-01-21 11:10:32.234299,-3.16
2025-01-21 11:10:32.234343,-0.48
2025-01-21 11:10:32.234386,-0.86
2025-01-21 11:10:32.234430,0.67
2025-01-21 11:10:32.234474,1.05
2025-01-21 11:10:32.234518,-4.69
2025-01-21 11:10:32.234562,1.05
2025-01-21 11:10:32.234606,-2.77
2025-01-21 11:10:32.234649,1.44
2025-01-21 11:10:32.234693,-0.09
2025-01-21 11:10:32.234737,1.82
2025-01-21 11:10:32.234781,1.05
2025-01-21 11:10:32.234825,1.44
2025-01-21 11:10:32.234868,-0.48
2025-01-21 11:10:32.234912,-3.92
2025-01-21 11:10:32.234956,1.05
2025-01-21 11:10:32.235000,1.44
2025-01-21 11:10:32.235044,2.58
2025-01-21 11:10:32.235088,-0.09
2025-01-21 11:10:32.235146,1.44
2025-01-21 11:10:32.235190,6.41
2025-01-21 11:10:32.235234,4.11
2025-01-21 11:10:32.235277,4.50
2025-01-21 11:10:32.235321,5.26
2025-01-21 11:10:32.235365,6.03
2025-01-21 11:10:32.235408,5.26
2025-01-21 11:10:32.235452,-4.69
2025-01-21 11:10:32.235496,1.44
2025-01-21 11:10:32.235540,1.44
2025-01-21 11:10:32.235583,4.11
2025-01-21 11:10:32.235627,1.05
2025-01-21 11:10:32.235671,-0.09
2025-01-21 11:10:32.235715,2.20
2025-01-21 11:10:32.235759,2.97
2025-01-21 11:10:32.235802,3.73
2025-01-21 11:10:32.235846,4.11
2025-01-21 11:10:32.235890,5.64
2025-01-21 11:10:32.235934,0.29
2025-01-21 11:10:32.235978,1.82
2025-01-21 11:10:32.236021,-2.39
2025-01-21 11:10:32.236065,0.67
2025-01-21 11:10:32.236109,-3.16
2025-01-21 11:10:32.236166,3.73
2025-01-21 11:10:32.236210,-2.01
2025-01-21 11:10:32.236254,5.26
2025-01-21 11:10:32.236298,1.44
2025-01-21 11:10:32.236341,1.44
2025-01-21 11:10:32.236384,-0.86
2025-01-21 11:10:32.236428,-0.09
2025-01-21 11:10:32.236472,-0.86
2025-01-21 11:10:32.236515,-0.86
2025-01-21 11:10:32.236559,-2.39
2025-01-21 11:10:32.236603,0.29
2025-01-21 11:10:32.236647,0.29
2025-01-21 11:10:32.236691,1.44
2025-01-21 11:10:32.236734,-2.39
2025-01-21 11:10:32.236778,1.44
2025-01-21 11:10:32.236822,-2.77
2025-01-21 11:10:32.236866,2.97
2025-01-21 11:10:32.236910,-3.16
2025-01-21 11:10:32.236954,-2.39
2025-01-21 11:10:32.236998,-3.16
2025-01-21 11:10:32.237041,-0.09
2025-01-21 11:10:32.237085,-6.22
2025-01-21 11:10:32.237142,-6.22
2025-01-21 11:10:32.237187,-5.07
2025-01-21 11:10:32.237232,-0.86
2025-01-21 11:10:32.237276,2.20
2025-01-21 11:10:32.237320,2.20
2025-01-21 11:10:32.237364,-2.39
2025-01-21 11:10:32.237408,-3.54
2025-01-21 11:10:32.237451,-7.75
2025-01-21 11:10:32.237495,-6.22
2025-01-21 11:10:32.237539,-10.04
2025-01-21 11:10:32.237583,-0.48
2025-01-21 11:10:32.237627,1.82
2025-01-21 11:10:32.237671,-2.39
2025-01-21 11:10:32.237714,0.29
2025-01-21 11:10:32.237758,2.20
2025-01-21 11:10:32.237802,-3.16
2025-01-21 11:10:32.237846,-6.60
2025-01-21 11:10:32.237890,-5.83
2025-01-21 11:10:32.237933,-6.22
2025-01-21 11:10:32.237977,-5.45
2025-01-21 11:10:32.238021,-3.16
2025-01-21 11:10:32.238065,-5.45
2025-01-21 11:10:32.238109,-3.16
2025-01-21 11:10:32.238166,-5.07
2025-01-21 11:10:32.238210,-3.16
2025-01-21 11:10:32.238253,-6.98
2025-01-21 11:10:32.238297,-0.09
2025-01-21 11:10:32.238341,-8.51
2025-01-21 11:10:32.238385,-15.78
2025-01-21 11:10:32.238428,-5.83
2025-01-21 11:10:32.238472,-5.45
2025-01-21 11:10:32.238516,-6.60
2025-01-21 11:10:32.238560,-4.69
2025-01-21 11:10:32.238603,-4.69
2025-01-21 11:10:32.238647,-5.07
2025-01-21 11:10:32.238691,-10.04
2025-01-21 11:10:32.238734,-0.86
2025-01-21 11:10:32.238778,-6.60
2025-01-21 11:10:32.238822,-2.77
2025-01-21 11:10:32.238865,-6.22
2025-01-21 11:10:32.238909,-8.51
2025-01-21 11:10:32.238953,-8.89
2025-01-21 11:10:32.238997,-2.01
2025-01-21 11:10:32.239041,-2.77
2025-01-21 11:10:32.239085,-3.92
2025-01-21 11:10:32.239142,-8.51
2025-01-21 11:10:32.239186,-10.04
2025-01-21 11:10:32.239230,-4.69
2025-01-21 11:10:32.239273,-5.45
2025-01-21 11:10:32.239317,-7.75
2025-01-21 11:10:32.239361,-6.98
2025-01-21 11:10:32.239404,-6.60
2025-01-21 11:10:32.239448,-15.01
2025-01-21 11:10:32.239492,-5.45
2025-01-21 11:10:32.239536,-5.07
2025-01-21 11:10:32.239580,-3.54
2025-01-21 11:10:32.239623,-3.92
2025-01-21 11:10:32.239667,-7.36
2025-01-21 11:10:32.239711,-5.45
2025-01-21 11:10:32.239755,-3.54
2025-01-21 11:10:32.239799,-8.89
2025-01-21 11:10:32.239842,-7.75
2025-01-21 11:10:32.239886,-8.13
2025-01-21 11:10:32.239930,-3.92
2025-01-21 11:10:32.239974,-3.54
2025-01-21 11:10:32.240018,-3.16
2025-01-21 11:10:32.240061,-0.86
2025-01-21 11:10:32.240105,-2.77
2025-01-21 11:10:32.240163,-2.39
2025-01-21 11:10:32.240208,-4.69
2025-01-21 11:10:32.240252,-3.16
2025-01-21 11:10:32.240295,-2.77
2025-01-21 11:10:32.240339,-3.54
2025-01-21 11:10:32.240383,-0.09
2025-01-21 11:10:32.240427,-3.16
2025-01-21 11:10:32.240471,1.05
2025-01-21 11:10:32.240515,4.50
2025-01-21 11:10:32.240559,4.50
2025-01-21 11:10:32.240602,2.58
2025-01-21 11:10:32.240646,4.11
2025-01-21 11:10:32.240690,1.82
2025-01-21 11:10:32.240734,4.11
2025-01-21 11:10:32.240777,0.29
2025-01-21 11:10:32.240821,2.97
2025-01-21 11:10:32.240865,-0.48
2025-01-21 11:10:32.240909,1.44
2025-01-21 11:10:32.240953,1.05
2025-01-21 11:10:32.240997,0.67
2025-01-21 11:10:32.241040,1.82
2025-01-21 11:10:32.241084,-7.75
2025-01-21 11:10:32.241128,3.35
2025-01-21 11:10:32.241182,5.26
2025-01-21 11:10:32.241228,4.11
2025-01-21 11:10:32.241272,1.82
2025-01-21 11:10:32.241316,-2.77
2025-01-21 11:10:32.241359,-5.07
2025-01-21 11:10:32.241403,2.58
2025-01-21 11:10:32.241447,3.73
2025-01-21 11:10:32.241491,-2.77
2025-01-21 11:10:32.241535,3.35
2025-01-21 11:10:32.241578,1.44
2025-01-21 11:10:32.241622,3.73
2025-01-21 11:10:32.241666,4.11
2025-01-21 11:10:32.241710,0.67
2025-01-21 11:10:32.241754,-3.92
2025-01-21 11:10:32.241797,-2.77
2025-01-21 11:10:32.241841,-0.86
2025-01-21 11:10:32.241885,0.67
2025-01-21 11:10:32.241928,1.44
2025-01-21 11:10:32.241972,-0.86
2025-01-21 11:10:32.242015,5.64
2025-01-21 11:10:32.242059,2.58
2025-01-21 11:10:32.242103,-3.16
2025-01-21 11:10:32.242160,1.05
2025-01-21 11:10:32.242204,3.73
2025-01-21 11:10:32.242247,0.29
2025-01-21 11:10:32.242291,2.97
2025-01-21 11:10:32.242335,2.97
2025-01-21 11:10:32.242379,-0.09
2025-01-21 11:10:32.242423,-0.09
2025-01-21 11:10:32.242467,1.82
2025-01-21 11:10:32.242511,1.05
2025-01-21 11:10:32.242554,2.20
2025-01-21 11:10:32.242598,3.73
2025-01-21 11:10:32.242642,2.97
2025-01-21 11:10:32.242686,-3.16
2025-01-21 11:10:32.242730,1.82
2025-01-21 11:10:32.242773,2.97
2025-01-21 11:10:32.242817,5.64
2025-01-21 11:10:32.242861,1.44
2025-01-21 11:10:32.242905,1.44
2025-01-21 11:10:32.242949,2.58
2025-01-21 11:10:32.242993,2.20
2025-01-21 11:10:32.243036,1.44
2025-01-21 11:10:32.243080,2.58
2025-01-21 11:10:32.243124,-4.69
2025-01-21 11:10:32.243180,2.97
2025-01-21 11:10:32.243225,2.20
2025-01-21 11:10:32.243268,4.50
2025-01-21 11:10:32.243312,0.67
2025-01-21 11:10:32.243356,-2.77
2025-01-21 11:10:32.243400,0.29
2025-01-21 11:10:32.243443,-0.86
2025-01-21 11:10:32.243487,-6.22
2025-01-21 11:10:32.243531,-4.69
2025-01-21 11:10:32.243575,0.67
2025-01-21 11:10:32.243619,-2.77
2025-01-21 11:10:32.243662,-3.16
2025-01-21 11:10:32.243706,2.58
2025-01-21 11:10:32.243750,-0.09
2025-01-21 11:10:32.243794,-5.07
2025-01-21 11:10:32.243838,-3.54
2025-01-21 11:10:32.243882,-3.92
2025-01-21 11:10:32.243926,-4.69
2025-01-21 11:10:32.243969,-3.16
2025-01-21 11:10:32.244013,-2.77
2025-01-21 11:10:32.244057,0.29
2025-01-21 11:10:32.244101,-3.54
2025-01-21 11:10:32.244145,-2.39
2025-01-21 11:10:32.244202,-2.77
2025-01-21 11:10:32.244248,-2.39
2025-01-21 11:10:32.244293,-0.86
2025-01-21 11:10:32.244337,-5.83
2025-01-21 11:10:32.244381,-9.28
2025-01-21 11:10:32.244424,-6.60
2025-01-21 11:10:32.244468,-0.86
2025-01-21 11:10:32.244512,-5.07
2025-01-21 11:10:32.244555,-3.16
2025-01-21 11:10:32.244599,2.58
2025-01-21 11:10:32.244643,-4.69
2025-01-21 11:10:32.244686,-0.86
2025-01-21 11:10:32.244730,-6.22
2025-01-21 11:10:32.244774,-2.77
2025-01-21 11:10:32.244817,-5.07
2025-01-21 11:10:32.244861,-8.13
2025-01-21 11:10:32.244905,-5.07
2025-01-21 11:10:32.244949,2.58
2025-01-21 11:10:32.244992,0.29
2025-01-21 11:10:32.245036,-0.09
2025-01-21 11:10:32.245080,1.44
2025-01-21 11:10:32.245124,-3.92
2025-01-21 11:10:32.245181,-7.36
2025-01-21 11:10:32.245225,-4.69
2025-01-21 11:10:32.245269,-6.98
2025-01-21 11:10:32.245313,-9.28
2025-01-21 11:10:32.245357,-10.81
2025-01-21 11:10:32.245400,-6.60
2025-01-21 11:10:32.245444,-4.69
2025-01-21 11:10:32.245488,-8.13
